1541, 873
1521, 869
1488, 865
1465, 862
1462, 862
1461, 862
1461, 862
1460, 862
1460, 862
1460, 862
1461, 862
1461, 862
1461, 862
1462, 862
1463, 861
1464, 861
1464, 861
1465, 860
1466, 860
1467, 860
1467, 860
1468, 860
1469, 860
1469, 860
1470, 860
1471, 859
1472, 859
1472, 859
1473, 859
1474, 859
1475, 859
1476, 858
1477, 858
1478, 858
1478, 857
1480, 857
1480, 857
1481, 857
1483, 857
1483, 857
1484, 857
1486, 857
1486, 857
1488, 857
1489, 857
1489, 857
1491, 857
1492, 856
1493, 856
1495, 856
1496, 856
1498, 856
1499, 856
1501, 855
1502, 855
1504, 855
1505, 855
1508, 855
1508, 855
1510, 855
1511, 855
1513, 855
1516, 855
1516, 855
1518, 855
1520, 855
1522, 855
1524, 855
1526, 855
1528, 855
1530, 855
1531, 855
1533, 855
1535, 855
1536, 855
1537, 855
1539, 854
1541, 854
1541, 854
1542, 854
1543, 854
1544, 854
1544, 854
1545, 854
1545, 854
1546, 854
1546, 854
1546, 854
1546, 855
1546, 855
1547, 856
1547, 857
1548, 858
1548, 858
1548, 859
1548, 859
1548, 860
1549, 860
1549, 861
1550, 862
1550, 863
1551, 863
1551, 864
1551, 865
1551, 866
1552, 866
1552, 868
1552, 868
1552, 869
1552, 870
1553, 870
1553, 872
1553, 872
1553, 873
1553, 874
1553, 876
1553, 877
1553, 878
1554, 880
1555, 881
1555, 883
1555, 884
1556, 885
1556, 887
1556, 889
1557, 890
1558, 891
1559, 893
1559, 894
1561, 896
1561, 898
1562, 899
1563, 901
1566, 905
1567, 906
1569, 908
1570, 910
1572, 911
1573, 913
1575, 914
1576, 916
1577, 917
1579, 918
1579, 920
1582, 921
1583, 923
1585, 925
1587, 926
1588, 927
1590, 929
1592, 931
1593, 932
1598, 934
1598, 934
1599, 936
1602, 936
1603, 939
1604, 939
1606, 941
1608, 941
1609, 943
1611, 944
1612, 945
1613, 946
1614, 947
1616, 948
1617, 949
1619, 951
1620, 952
1621, 953
1623, 954
1624, 956
1624, 956
1625, 956
1626, 957
1627, 957
1628, 959
1628, 959
1628, 959
1629, 960
1629, 960
1631, 961
1631, 962
1631, 962
1632, 962
1633, 963
1633, 963
1634, 963
1634, 964
1634, 964
1635, 964
1635, 964
1636, 965
1636, 966
1637, 966
1637, 966
1638, 966
1638, 966
1638, 966
1638, 967
1638, 967
1639, 967
1639, 968
1639, 968
1640, 968
1641, 968
1641, 969
1641, 970
1641, 970
1641, 970
1642, 970
1642, 971
1643, 971
1643, 972
1643, 972
1643, 973
1644, 973
1644, 974
1645, 975
1645, 975
1645, 975
1646, 975
1646, 976
1646, 976
1646, 977
1646, 978
1646, 978
1646, 979
1646, 979
1646, 979
1646, 980
1647, 980
1647, 981
1647, 981
1647, 982
1647, 982
1647, 982
1647, 983
1647, 983
1647, 983
1647, 984
1647, 984
1647, 985
1647, 986
1647, 986
1647, 986
1647, 987
1647, 987
1647, 988
1648, 988
1648, 989
1649, 989
1649, 990
1649, 990
1649, 990
1650, 990
1650, 991
1650, 991
1650, 991
1651, 991
1651, 992
1652, 992
1652, 992
1653, 992
1653, 993
1654, 993
1654, 994
1655, 994
1655, 994
1656, 995
1657, 995
1657, 995
1658, 995
1658, 995
1659, 995
1659, 995
1659, 996
1660, 996
1661, 996
1661, 996
1662, 996
1662, 996
1663, 996
1663, 996
1664, 996
1665, 996
1665, 997
1665, 997
1666, 997
1666, 997
1667, 997
1667, 998
1667, 998
1668, 998
1668, 998
1668, 998
1669, 998
1670, 998
1670, 999
1670, 999
1671, 999
1671, 999
1672, 999
1672, 999
1673, 999
1674, 999
1674, 999
1675, 999
1676, 999
1677, 1000
1677, 1000
1678, 1000
1679, 1000
1679, 1000
1681, 1001
1681, 1001
1682, 1001
1683, 1002
1684, 1002
1684, 1002
1685, 1002
1686, 1002
1687, 1002
1688, 1002
1689, 1002
1690, 1002
1691, 1002
1691, 1003
1693, 1003
1694, 1003
1695, 1003
1696, 1003
1698, 1003
1698, 1003
1700, 1003
1700, 1003
1701, 1003
1702, 1003
1705, 1003
1705, 1003
1706, 1003
1707, 1003
1708, 1003
1708, 1003
1710, 1003
1710, 1003
1711, 1003
1712, 1003
1713, 1003
1714, 1003
1714, 1003
1715, 1003
1716, 1003
1717, 1003
1718, 1003
1718, 1003
1721, 1003
1722, 1003
1722, 1002
1723, 1002
1725, 1002
1725, 1002
1727, 1002
1727, 1002
1728, 1002
1730, 1002
1731, 1002
1731, 1002
1733, 1001
1733, 1001
1734, 1001
1736, 1000
1736, 1000
1738, 1000
1739, 1000
1740, 999
1741, 999
1743, 999
1744, 998
1746, 998
1747, 998
1748, 998
1748, 997
1751, 997
1752, 997
1752, 997
1753, 997
1755, 997
1756, 997
1757, 997
1758, 997
1758, 997
1759, 997
1760, 997
1761, 996
1762, 995
1763, 995
1765, 995
1765, 995
1766, 995
1767, 995
1769, 994
1770, 994
1772, 993
1773, 993
1773, 993
1775, 993
1775, 992
1776, 992
1778, 992
1778, 992
1780, 991
1781, 991
1782, 991
1784, 990
1785, 990
1786, 990
1787, 990
1790, 990
1791, 990
1792, 989
1793, 989
1795, 988
1796, 988
1797, 988
1799, 988
1801, 988
1802, 988
1803, 988
1805, 988
1807, 988
1809, 988
1810, 987
1812, 987
1814, 987
1815, 987
1816, 987
1818, 986
1820, 986
1821, 986
1822, 986
1824, 985
1825, 985
1827, 985
1828, 985
1830, 985
1830, 985
1831, 985
1833, 985
1834, 984
1835, 984
1836, 984
1837, 984
1838, 984
1838, 984
1839, 984
1840, 984
1841, 984
1841, 984
1842, 984
1842, 984
1843, 983
1844, 983
1844, 983
1845, 983
1845, 982
1846, 982
1846, 982
1847, 982
1848, 982
1848, 981
1849, 981
1849, 981
1850, 981
1850, 981
1851, 981
1852, 981
1852, 981
1853, 981
1853, 981
1853, 981
1854, 981
1854, 981
1855, 981
1856, 981
1856, 980
1857, 980
1857, 980
1858, 980
1858, 980
1859, 980
1860, 980
1862, 979
1863, 979
1864, 979
1865, 979
1867, 978
1868, 978
1870, 978
1872, 977
1873, 977
1876, 977
1878, 977
1879, 977
1882, 976
1884, 976
1887, 975
1887, 975
1890, 975
1892, 975
1895, 974
1898, 973
1900, 972
1903, 972
1905, 972
1908, 971
1911, 970
1914, 969
1917, 968
1919, 968
1922, 967
1925, 967
1928, 966
1930, 965
1933, 964
1935, 963
1938, 963
1940, 962
1943, 962
1946, 961
1948, 960
1951, 959
1953, 959
1955, 958
1958, 957
1960, 957
1962, 956
1964, 956
1965, 955
1968, 954
1969, 953
1971, 953
1972, 953
1973, 952
1974, 952
1976, 951
1977, 951
1978, 950
1979, 950
1979, 950
1980, 950
1980, 949
1981, 949
1982, 949
1983, 949
1983, 948
1984, 948
1985, 948
1985, 947
1986, 947
1986, 946
1987, 946
1987, 946
1988, 945
1989, 945
1989, 945
1989, 944
1990, 944
1990, 943
1991, 942
1991, 942
1991, 942
1991, 941
